Declaration Number,Declaration Type,Declaration Date,State,County,Disaster Type,Disaster Title,Start Date,End Date,Individual Assistance Program,Individuals & Households Program,Public Assistance Program,Hazard Mitigation Program
DR-4251,Disaster,1/21/16,AL,St. Clair County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/23/15,12/31/15,No,No,Yes,Yes
DR-4251,Disaster,1/21/16,AL,Walker County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/23/15,12/31/15,No,No,Yes,Yes
DR-4251,Disaster,1/21/16,AL,Winston County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/23/15,12/31/15,No,No,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Arkansas County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Baxter County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Benton County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Boone County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Bradley County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Calhoun County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Carroll County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Chicot County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Clark County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Clay County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Cleburne County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Cleveland County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Conway County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Craighead County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Crawford County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Crittenden County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Cross County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Dallas County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Desha County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Faulkner County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Franklin County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Fulton County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Garland County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Greene County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Hot Spring County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Howard County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Independence County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Izard County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Jackson County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Jefferson County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Johnson County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Lawrence County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Lee County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Lincoln County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Lonoke County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Madison County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Marion County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Mississippi County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Monroe County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Montgomery County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Nevada County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Newton County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Perry County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Phillips County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Pike County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Poinsett County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Polk County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Prairie County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Pulaski County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Randolph County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,St. Francis County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Saline County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Searcy County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Sharp County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Stone County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Van Buren County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Washington County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,White County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Woodruff County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-1975,Disaster,5/2/11,AR,Yell County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",4/14/11,6/3/11,No,Yes,Yes,Yes
DR-4000,Disaster,7/8/11,AR,Crawford County,Storm,"Severe Storms, Tornadoes, and Flooding",5/24/11,5/26/11,No,Yes,Yes,Yes
DR-4000,Disaster,7/8/11,AR,Franklin County,Storm,"Severe Storms, Tornadoes, and Flooding",5/24/11,5/26/11,No,Yes,Yes,Yes
DR-4000,Disaster,7/8/11,AR,Johnson County,Storm,"Severe Storms, Tornadoes, and Flooding",5/24/11,5/26/11,No,Yes,Yes,Yes
DR-4100,Disaster,1/29/13,AR,Clark County,Ice,Severe Winter Storm,12/25/12,12/26/12,No,No,Yes,Yes
DR-4100,Disaster,1/29/13,AR,Garland County,Ice,Severe Winter Storm,12/25/12,12/26/12,No,No,Yes,Yes
DR-4100,Disaster,1/29/13,AR,Grant County,Ice,Severe Winter Storm,12/25/12,12/26/12,No,No,Yes,Yes
DR-4100,Disaster,1/29/13,AR,Hot Spring County,Ice,Severe Winter Storm,12/25/12,12/26/12,No,No,Yes,Yes
DR-4100,Disaster,1/29/13,AR,Lonoke County,Ice,Severe Winter Storm,12/25/12,12/26/12,No,No,Yes,Yes
DR-4100,Disaster,1/29/13,AR,Perry County,Ice,Severe Winter Storm,12/25/12,12/26/12,No,No,Yes,Yes
DR-4100,Disaster,1/29/13,AR,Pulaski County,Ice,Severe Winter Storm,12/25/12,12/26/12,No,No,Yes,Yes
DR-4100,Disaster,1/29/13,AR,Saline County,Ice,Severe Winter Storm,12/25/12,12/26/12,No,No,Yes,Yes
DR-4124,Disaster,6/25/13,AR,Cleburne County,Storm,"Severe Storms, Tornadoes, and Flooding",5/30/13,6/3/13,No,No,Yes,Yes
DR-4124,Disaster,6/25/13,AR,Cross County,Storm,"Severe Storms, Tornadoes, and Flooding",5/30/13,6/3/13,No,No,Yes,Yes
DR-4124,Disaster,6/25/13,AR,Independence County,Storm,"Severe Storms, Tornadoes, and Flooding",5/30/13,6/3/13,No,No,Yes,Yes
DR-4124,Disaster,6/25/13,AR,Montgomery County,Storm,"Severe Storms, Tornadoes, and Flooding",5/30/13,6/3/13,No,No,Yes,Yes
DR-4124,Disaster,6/25/13,AR,Poinsett County,Storm,"Severe Storms, Tornadoes, and Flooding",5/30/13,6/3/13,No,No,Yes,Yes
DR-4124,Disaster,6/25/13,AR,Polk County,Storm,"Severe Storms, Tornadoes, and Flooding",5/30/13,6/3/13,No,No,Yes,Yes
DR-4124,Disaster,6/25/13,AR,Scott County,Storm,"Severe Storms, Tornadoes, and Flooding",5/30/13,6/3/13,No,No,Yes,Yes
DR-4124,Disaster,6/25/13,AR,Searcy County,Storm,"Severe Storms, Tornadoes, and Flooding",5/30/13,6/3/13,No,No,Yes,Yes
DR-4124,Disaster,6/25/13,AR,Stone County,Storm,"Severe Storms, Tornadoes, and Flooding",5/30/13,6/3/13,No,No,Yes,Yes
DR-4124,Disaster,6/25/13,AR,Van Buren County,Storm,"Severe Storms, Tornadoes, and Flooding",5/30/13,6/3/13,No,No,Yes,Yes
DR-4124,Disaster,6/25/13,AR,Woodruff County,Storm,"Severe Storms, Tornadoes, and Flooding",5/30/13,6/3/13,No,No,Yes,Yes
DR-4143,Disaster,9/4/13,AR,Benton County,Storm,Severe Storms and Flooding,8/8/13,8/14/13,No,No,Yes,Yes
DR-4143,Disaster,9/4/13,AR,Boone County,Storm,Severe Storms and Flooding,8/8/13,8/14/13,No,No,Yes,Yes
DR-4143,Disaster,9/4/13,AR,Carroll County,Storm,Severe Storms and Flooding,8/8/13,8/14/13,No,No,Yes,Yes
DR-4143,Disaster,9/4/13,AR,Madison County,Storm,Severe Storms and Flooding,8/8/13,8/14/13,No,No,Yes,Yes
DR-4143,Disaster,9/4/13,AR,Marion County,Storm,Severe Storms and Flooding,8/8/13,8/14/13,No,No,Yes,Yes
DR-4143,Disaster,9/4/13,AR,Newton County,Storm,Severe Storms and Flooding,8/8/13,8/14/13,No,No,Yes,Yes
DR-4160,Disaster,1/6/14,AR,Crawford County,Ice,Severe Winter Storm,12/5/13,12/6/13,No,No,Yes,Yes
DR-4160,Disaster,1/6/14,AR,Franklin County,Ice,Severe Winter Storm,12/5/13,12/6/13,No,No,Yes,Yes
DR-4160,Disaster,1/6/14,AR,Fulton County,Ice,Severe Winter Storm,12/5/13,12/6/13,No,No,Yes,Yes
DR-4160,Disaster,1/6/14,AR,Johnson County,Ice,Severe Winter Storm,12/5/13,12/6/13,No,No,Yes,Yes
DR-4160,Disaster,1/6/14,AR,Logan County,Ice,Severe Winter Storm,12/5/13,12/6/13,No,No,Yes,Yes
DR-4160,Disaster,1/6/14,AR,Madison County,Ice,Severe Winter Storm,12/5/13,12/6/13,No,No,Yes,Yes
DR-4160,Disaster,1/6/14,AR,Marion County,Ice,Severe Winter Storm,12/5/13,12/6/13,No,No,Yes,Yes
DR-4160,Disaster,1/6/14,AR,Newton County,Ice,Severe Winter Storm,12/5/13,12/6/13,No,No,Yes,Yes
DR-4160,Disaster,1/6/14,AR,Polk County,Ice,Severe Winter Storm,12/5/13,12/6/13,No,No,Yes,Yes
DR-4160,Disaster,1/6/14,AR,Scott County,Ice,Severe Winter Storm,12/5/13,12/6/13,No,No,Yes,Yes
DR-4160,Disaster,1/6/14,AR,Searcy County,Ice,Severe Winter Storm,12/5/13,12/6/13,No,No,Yes,Yes
DR-4160,Disaster,1/6/14,AR,Sebastian County,Ice,Severe Winter Storm,12/5/13,12/6/13,No,No,Yes,Yes
DR-4160,Disaster,1/6/14,AR,Sharp County,Ice,Severe Winter Storm,12/5/13,12/6/13,No,No,Yes,Yes
DR-4160,Disaster,1/6/14,AR,Van Buren County,Ice,Severe Winter Storm,12/5/13,12/6/13,No,No,Yes,Yes
DR-4174,Disaster,4/29/14,AR,Clay County,Storm,"Severe Storms,Tornadoes, and Flooding",4/27/14,4/27/14,No,Yes,Yes,Yes
DR-4174,Disaster,4/29/14,AR,Cleburne County,Storm,"Severe Storms,Tornadoes, and Flooding",4/27/14,4/27/14,No,Yes,Yes,Yes
DR-4174,Disaster,4/29/14,AR,Faulkner County,Storm,"Severe Storms,Tornadoes, and Flooding",4/27/14,4/27/14,No,Yes,Yes,Yes
DR-4174,Disaster,4/29/14,AR,Fulton County,Storm,"Severe Storms,Tornadoes, and Flooding",4/27/14,4/27/14,No,Yes,Yes,Yes
DR-4174,Disaster,4/29/14,AR,Independence County,Storm,"Severe Storms,Tornadoes, and Flooding",4/27/14,4/27/14,No,Yes,Yes,Yes
DR-4174,Disaster,4/29/14,AR,Izard County,Storm,"Severe Storms,Tornadoes, and Flooding",4/27/14,4/27/14,No,Yes,Yes,Yes
DR-4174,Disaster,4/29/14,AR,Jackson County,Storm,"Severe Storms,Tornadoes, and Flooding",4/27/14,4/27/14,No,Yes,Yes,Yes
DR-4174,Disaster,4/29/14,AR,Lawrence County,Storm,"Severe Storms,Tornadoes, and Flooding",4/27/14,4/27/14,No,Yes,Yes,Yes
DR-4174,Disaster,4/29/14,AR,Pulaski County,Storm,"Severe Storms,Tornadoes, and Flooding",4/27/14,4/27/14,No,Yes,Yes,Yes
DR-4174,Disaster,4/29/14,AR,Randolph County,Storm,"Severe Storms,Tornadoes, and Flooding",4/27/14,4/27/14,No,Yes,Yes,Yes
DR-4174,Disaster,4/29/14,AR,Sharp County,Storm,"Severe Storms,Tornadoes, and Flooding",4/27/14,4/27/14,No,Yes,Yes,Yes
DR-4174,Disaster,4/29/14,AR,White County,Storm,"Severe Storms,Tornadoes, and Flooding",4/27/14,4/27/14,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Clark County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Crawford County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Dallas County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Franklin County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Garland County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Hempstead County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Howard County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Independence County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Izard County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Jefferson County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Johnson County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Lafayette County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Little River County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Logan County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Madison County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Marion County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Miller County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Montgomery County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Nevada County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Newton County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Ouachita County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Perry County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Pike County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Polk County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Scott County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Searcy County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Sebastian County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Sevier County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4226,Disaster,6/26/15,AR,Yell County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",5/7/15,6/15/15,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Benton County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Boone County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Bradley County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Calhoun County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Carroll County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Clay County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Crawford County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Dallas County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Drew County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Faulkner County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Franklin County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Greene County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Independence County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Izard County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Jackson County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Jefferson County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Lawrence County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Lee County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Little River County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Logan County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Madison County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Marion County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Mississippi County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Montgomery County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Ouachita County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Perry County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Pike County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
DR-4254,Disaster,2/5/16,AR,Polk County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",12/26/15,1/22/16,No,Yes,Yes,Yes
